"p","freq","freq.pred","Lower","Upper","point_color"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
5.77265684106594e-08,0.333333333333333,0.084037276594011,0.00491337156650426,0.630284850647933,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.666666666666667,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
1.15453136821319e-07,0.333333333333333,0.166409277994512,0.0176027959293991,0.689836160513832,"black"
